,country,date,GDPRate,UnemploymentRate,InflationRate,InterestRate,CorruptionIndex
767,Jordan,1/1/09,8.457410646,12.9,-0.7390680559999999,6.2,50.0
768,Jordan,1/1/08,28.53736774,12.7,13.97122341,-9.0,51.0
769,Jordan,1/1/07,13.63938273,13.1,4.7439169660000005,3.5,47.0
770,Jordan,1/1/06,19.6066754,14.0,6.251711931,-2.2,53.0
771,Jordan,1/1/05,10.31674252,14.8,3.4936847139999996,5.5,57.0
772,Jordan,1/1/03,6.399816526,14.5,1.629994657,7.0,46.0
773,Jordan,1/1/02,6.761734592000001,15.3,1.832991241,9.2,45.0
774,Jordan,1/1/01,6.08643187,14.7,1.7722063080000001,10.1,49.0
775,Jordan,1/1/00,3.816102077,13.7,0.666881369,12.3,46.0
776,Japan,1/1/17,1.9345434830000001,2.8,0.467243659,1.2,73.0
777,Japan,1/1/16,0.793759239,3.1,-0.116698729,0.8,72.0
778,Japan,1/1/15,3.394554328,3.4,0.789484437,-1.0,75.0
779,Japan,1/1/14,2.126573705,3.6,2.761984646,-0.5,76.0
780,Japan,1/1/13,1.6604263959999999,4.0,0.34640642200000005,1.6,74.0
781,Japan,1/1/12,0.722148681,4.3,-0.051938989000000005,2.2,74.0
782,Japan,1/1/11,-1.787814585,4.5,-0.2676,3.2,80.0
783,Japan,1/1/10,2.217135409,5.1,-0.719978714,3.6,78.0
784,Japan,1/1/09,-5.994576311,5.1,-1.352803201,2.3,77.0
785,Japan,1/1/08,-2.06370952,4.0,1.380010842,2.9,73.0
786,Japan,1/1/07,0.912637173,3.9,0.060105647000000005,2.6,75.0
787,Japan,1/1/06,0.524084736,4.1,0.249288388,2.6,76.0
788,Japan,1/1/05,0.607986634,4.4,-0.28294569399999997,2.7,73.0
789,Japan,1/1/04,1.079684215,4.7,-0.008540278,2.9,69.0
790,Japan,1/1/03,-0.11347202699999999,5.3,-0.256541562,3.5,70.0
791,Japan,1/1/02,-1.342013939,5.4,-0.9234607109999999,3.4,71.0
792,Japan,1/1/01,-0.7026690409999999,5.0,-0.740119483,3.1,71.0
793,Japan,1/1/00,1.357485917,4.7,-0.6765778109999999,3.5,64.0
794,Japan,1/1/99,-1.558147364,4.7,-0.341232429,3.5,60.0
795,Japan,1/1/98,-1.173020308,4.1,0.661941196,2.4,58.0
796,Japan,1/1/97,1.585296808,3.4,1.7477693669999999,1.9,65.7
797,Japan,1/1/96,2.588121123,3.4,0.136666195,3.2,70.5
798,Japan,1/1/95,2.194052411,3.2,-0.127898961,4.1,67.2
799,Kenya,1/1/18,6.3,2.64,4.689819398,10.4,27.0
800,Kenya,1/1/17,4.8,2.7,8.005723015,2.5,28.0
801,Kenya,1/1/16,5.9,2.76,6.297157422000001,10.4,26.0
802,Kenya,1/1/15,5.7,2.79,6.582174383,5.5,25.0
803,Kenya,1/1/14,5.4,2.82,6.878155317999999,7.8,25.0
804,Kenya,1/1/13,5.9,2.87,5.717493685,11.5,27.0
805,Kenya,1/1/12,4.5,2.85,9.377767162,9.5,27.0
806,Kenya,1/1/11,6.1,2.84,14.022494,3.8,2.2
807,Kenya,1/1/10,8.4,2.84,3.961388408,12.0,2.1
808,Kenya,1/1/09,2.7,2.79,9.234127047000001,2.8,2.2
809,Kenya,1/1/08,1.5,2.6,26.23981643,-1.0,2.1
810,Kenya,1/1/07,7.0,2.63,9.758879237999999,4.8,2.1
811,Kenya,1/1/06,6.4,2.71,14.45373471,-8.0,2.2
812,Kenya,1/1/05,5.8,2.82,10.312778199999999,7.6,2.1
813,Kenya,1/1/04,5.1,2.87,11.62403492,5.0,2.1
814,Kenya,1/1/03,3.0,2.9,9.815692395,9.8,1.9
815,Kenya,1/1/02,0.6,2.9,1.961308036,17.4,1.9
816,Kenya,1/1/01,4.5,2.86,5.738598365,17.8,2.0
817,Kenya,1/1/00,0.6,2.86,9.980024906,15.3,2.1
818,Kenya,1/1/99,1.4,2.88,5.742000236,17.5,2.0
819,Kenya,1/1/98,1.8,2.84,6.722435343,21.1,2.5
820,Kenya,1/1/96,4.6,2.85,8.86408681,-5.8,2.21
821,Kyrgyzstan,1/1/18,7.334907141,6.2,1.54268744,15.5,29.0
822,Kyrgyzstan,1/1/17,11.36698583,6.9,3.1753140330000003,12.7,29.0
823,Kyrgyzstan,1/1/16,10.64876394,7.2,0.388840795,17.4,28.0
824,Kyrgyzstan,1/1/15,7.435948628999999,7.6,6.503290613,19.5,28.0
825,Kyrgyzstan,1/1/14,12.77789599,8.0,7.534299636,10.8,27.0
826,Kyrgyzstan,1/1/13,14.43724428,8.3,6.613757276,17.6,24.0
827,Kyrgyzstan,1/1/12,8.560536048,8.4,2.76843487,13.2,24.0
828,Kyrgyzstan,1/1/11,29.77719673,8.5,16.6363,1.1,21.0
829,Kyrgyzstan,1/1/10,9.515020408,8.4,7.967691747999999,12.4,20.0
830,Kyrgyzstan,1/1/09,7.038069192999999,8.4,6.836621934,21.7,19.0
831,Kyrgyzstan,1/1/08,32.48410651,8.2,24.52012295,3.0,18.0
832,Kyrgyzstan,1/1/07,24.69031222,8.2,10.23011181,7.3,21.0
833,Kyrgyzstan,1/1/06,12.78592893,8.3,5.552129656,12.7,22.0
834,Kyrgyzstan,1/1/05,6.940595035,8.1,4.338614928,13.6,23.0
835,Kyrgyzstan,1/1/04,12.49448561,8.5,4.1106857130000005,17.6,22.0
836,Kyrgyzstan,1/1/03,11.28427902,9.9,2.974511398,19.5,21.0
837,Kyrgyzstan,1/1/99,42.60387228,7.196969999999999,37.03094961,16.0,22.0
839,Kuwait,1/1/14,46285.0,2.9,2.908982625,11.8,44.0
840,Kuwait,1/1/08,39619.8,2.5,10.5826975,-9.3,43.0
841,Kuwait,1/1/03,14253.5,1.8,0.961358212,0.5,53.0
842,Laos,1/1/10,18.50766086,0.7,5.982545099,12.3,21.0
843,Laos,1/1/05,16.36200511,1.4,7.1654119860000005,16.7,33.0
844,Lebanon,1/1/09,21.56902629,6.4,1.1950535290000002,-0.6,25.0
845,Sri Lanka,1/1/19,4.524810939,4.8,3.5283912,8.9,38.0
846,Sri Lanka,1/1/18,7.7880550589999995,4.4,2.135036841,6.9,38.0
847,Sri Lanka,1/1/17,11.10379113,4.0,7.7041396220000005,4.0,38.0
848,Sri Lanka,1/1/16,9.547056738,4.2,3.958887368,5.4,36.0
849,Sri Lanka,1/1/15,5.689232789,4.5,3.768368464,6.3,37.0
850,Sri Lanka,1/1/14,8.017264162,4.2,3.17899929,4.8,38.0
851,Sri Lanka,1/1/13,9.844439077999999,4.2,6.908455373,5.9,37.0
852,Sri Lanka,1/1/12,20.96321899,3.9,7.542910078999999,2.2,40.0
